252	112	212	830	962	990
830	112	212	252	962	990
962	112	212	252	830	990
990	112	212	252	830	962
112	212	252	830	962	990
212	112	252	830	962	990
252	112	212	830	962	990
830	112	212	252	962	990
962	112	212	252	830	990
990	112	212	252	830	962
112	212	252	830	962	990
212	112	252	830	962	990
252	112	212	830	962	990
830	112	212	252	962	990
962	112	212	252	830	990
990	112	212	252	830	962
112	212	252	830	962	990
212	112	252	830	962	990
252	112	212	830	962	990
830	112	212	252	962	990
962	112	212	252	830	990
990	112	212	252	830	962
22	176	256	278	356	1074
176	22	256	278	356	1074
256	22	176	278	356	1074
278	22	176	256	356	1074
356	22	176	256	278	1074
1074	22	176	256	278	356
22	67	176	393	519	859
67	22	176	393	519	859
176	22	67	393	519	859
393	22	67	176	519	859
519	22	67	176	393	859
859	22	67	176	393	519
22	176	256	278	356	1074
176	22	256	278	356	1074
256	22	176	278	356	1074
278	22	176	256	356	1074
356	22	176	256	278	1074
1074	22	176	256	278	356
22	67	176	393	519	859
67	22	176	393	519	859
176	22	67	393	519	859
393	22	67	176	519	859
519	22	67	176	393	859
859	22	67	176	393	519
22	176	256	278	356	1074
176	22	256	278	356	1074
256	22	176	278	356	1074
278	22	176	256	356	1074
356	22	176	256	278	1074
1074	22	176	256	278	356
22	67	176	393	519	859
67	22	176	393	519	859
176	22	67	393	519	859
393	22	67	176	519	859
519	22	67	176	393	859
859	22	67	176	393	519
22	176	256	278	356	1074
176	22	256	278	356	1074
256	22	176	278	356	1074
278	22	176	256	356	1074
356	22	176	256	278	1074
1074	22	176	256	278	356
22	67	176	393	519	859
67	22	176	393	519	859
176	22	67	393	519	859
393	22	67	176	519	859
519	22	67	176	393	859
859	22	67	176	393	519
32	362	393	519	838	937
362	32	393	519	838	937
393	32	362	519	838	937
519	32	362	393	838	937
838	32	362	393	519	937
937	32	362	393	519	838
32	362	393	519	838	937
362	32	393	519	838	937
393	32	362	519	838	937
519	32	362	393	838	937
838	32	362	393	519	937
937	32	362	393	519	838
32	362	393	519	838	937
362	32	393	519	838	937
393	32	362	519	838	937
519	32	362	393	838	937
838	32	362	393	519	937
937	32	362	393	519	838
189	362	408	626	678	1024
362	189	408	626	678	1024
408	189	362	626	678	1024
626	189	362	408	678	1024
678	189	362	408	626	1024
1024	189	362	408	626	678
189	362	408	626	678	1024
362	189	408	626	678	1024
408	189	362	626	678	1024
626	189	362	408	678	1024
678	189	362	408	626	1024
1024	189	362	408	626	678
189	362	408	626	678	1024
362	189	408	626	678	1024
408	189	362	626	678	1024
626	189	362	408	678	1024
678	189	362	408	626	1024
1024	189	362	408	626	678
241	353	395	459	988	1026
353	241	395	459	988	1026
395	241	353	459	988	1026
459	241	353	395	988	1026
988	241	353	395	459	1026
1026	241	353	395	459	988
241	353	395	459	988	1026
353	241	395	459	988	1026
395	241	353	459	988	1026
459	241	353	395	988	1026
988	241	353	395	459	1026
1026	241	353	395	459	988
241	353	395	459	988	1026
353	241	395	459	988	1026
395	241	353	459	988	1026
459	241	353	395	988	1026
988	241	353	395	459	1026
1026	241	353	395	459	988
241	353	395	459	988	1026
353	241	395	459	988	1026
395	241	353	459	988	1026
459	241	353	395	988	1026
988	241	353	395	459	1026
1026	241	353	395	459	988
22	278	356	429	533	809
278	22	356	429	533	809
356	22	278	429	533	809
429	22	278	356	533	809
533	22	278	356	429	809
809	22	278	356	429	533
109	408	591	766	1000	1035
408	109	591	766	1000	1035
591	109	408	766	1000	1035
766	109	408	591	1000	1035
1000	109	408	591	766	1035
1035	109	408	591	766	1000
22	278	356	429	533	809
278	22	356	429	533	809
356	22	278	429	533	809
429	22	278	356	533	809
533	22	278	356	429	809
809	22	278	356	429	533
109	408	591	766	1000	1035
408	109	591	766	1000	1035
591	109	408	766	1000	1035
766	109	408	591	1000	1035
1000	109	408	591	766	1035
1035	109	408	591	766	1000
22	278	356	429	533	809
278	22	356	429	533	809
356	22	278	429	533	809
429	22	278	356	533	809
533	22	278	356	429	809
809	22	278	356	429	533
109	408	591	766	1000	1035
408	109	591	766	1000	1035
591	109	408	766	1000	1035
766	109	408	591	1000	1035
1000	109	408	591	766	1035
1035	109	408	591	766	1000
22	278	356	429	533	809
278	22	356	429	533	809
356	22	278	429	533	809
429	22	278	356	533	809
533	22	278	356	429	809
809	22	278	356	429	533
109	408	591	766	1000	1035
408	109	591	766	1000	1035
591	109	408	766	1000	1035
766	109	408	591	1000	1035
1000	109	408	591	766	1035
1035	109	408	591	766	1000
109	145	172	251	519	830
145	109	172	251	519	830
172	109	145	251	519	830
251	109	145	172	519	830
519	109	145	172	251	830
830	109	145	172	251	519
109	145	172	251	519	830
145	109	172	251	519	830
172	109	145	251	519	830
251	109	145	172	519	830
519	109	145	172	251	830
830	109	145	172	251	519
109	145	172	251	519	830
145	109	172	251	519	830
172	109	145	251	519	830
251	109	145	172	519	830
519	109	145	172	251	830
830	109	145	172	251	519
189	320	356	491	753	1094
320	189	356	491	753	1094
356	189	320	491	753	1094
491	189	320	356	753	1094
753	189	320	356	491	1094
1094	189	320	356	491	753
189	320	356	491	753	1094
320	189	356	491	753	1094
356	189	320	491	753	1094
491	189	320	356	753	1094
753	189	320	356	491	1094
1094	189	320	356	491	753
189	320	356	491	753	1094
320	189	356	491	753	1094
356	189	320	491	753	1094
491	189	320	356	753	1094
753	189	320	356	491	1094
1094	189	320	356	491	753
32	251	320	408	626	651
251	32	320	408	626	651
320	32	251	408	626	651
408	32	251	320	626	651
626	32	251	320	408	651
651	32	251	320	408	626
32	251	320	408	626	651
251	32	320	408	626	651
320	32	251	408	626	651
408	32	251	320	626	651
626	32	251	320	408	651
651	32	251	320	408	626
32	189	278	356	408	591
189	32	278	356	408	591
278	32	189	356	408	591
356	32	189	278	408	591
408	32	189	278	356	591
591	32	189	278	356	408
32	109	182	250	388	408
109	32	182	250	388	408
182	32	109	250	388	408
250	32	109	182	388	408
388	32	109	182	250	408
408	32	109	182	250	388
32	189	278	356	408	591
189	32	278	356	408	591
278	32	189	356	408	591
356	32	189	278	408	591
408	32	189	278	356	591
591	32	189	278	356	408
32	109	182	250	388	408
109	32	182	250	388	408
182	32	109	250	388	408
250	32	109	182	388	408
388	32	109	182	250	408
408	32	109	182	250	388
32	189	278	356	408	591
189	32	278	356	408	591
278	32	189	356	408	591
356	32	189	278	408	591
408	32	189	278	356	591
591	32	189	278	356	408
32	109	182	250	388	408
109	32	182	250	388	408
182	32	109	250	388	408
250	32	109	182	388	408
388	32	109	182	250	408
408	32	109	182	250	388
143	183	277	356	393	986
183	143	277	356	393	986
277	143	183	356	393	986
356	143	183	277	393	986
393	143	183	277	356	986
986	143	183	277	356	393
143	183	277	356	393	986
183	143	277	356	393	986
277	143	183	356	393	986
356	143	183	277	393	986
393	143	183	277	356	986
986	143	183	277	356	393
32	251	320	393	674	766
251	32	320	393	674	766
320	32	251	393	674	766
393	32	251	320	674	766
674	32	251	320	393	766
766	32	251	320	393	674
145	183	275	507	607	986
183	145	275	507	607	986
275	145	183	507	607	986
507	145	183	275	607	986
607	145	183	275	507	986
986	145	183	275	507	607
32	251	320	393	674	766
251	32	320	393	674	766
320	32	251	393	674	766
393	32	251	320	674	766
674	32	251	320	393	766
766	32	251	320	393	674
145	183	275	507	607	986
183	145	275	507	607	986
275	145	183	507	607	986
507	145	183	275	607	986
607	145	183	275	507	986
986	145	183	275	507	607
32	251	320	393	674	766
251	32	320	393	674	766
320	32	251	393	674	766
393	32	251	320	674	766
674	32	251	320	393	766
766	32	251	320	393	674
145	183	275	507	607	986
183	145	275	507	607	986
275	145	183	507	607	986
507	145	183	275	607	986
607	145	183	275	507	986
986	145	183	275	507	607
32	183	278	320	519	830
183	32	278	320	519	830
278	32	183	320	519	830
320	32	183	278	519	830
519	32	183	278	320	830
830	32	183	278	320	519
32	183	278	320	519	830
183	32	278	320	519	830
278	32	183	320	519	830
320	32	183	278	519	830
519	32	183	278	320	830
830	32	183	278	320	519
32	183	278	320	519	830
183	32	278	320	519	830
278	32	183	320	519	830
320	32	183	278	519	830
519	32	183	278	320	830
830	32	183	278	320	519
109	320	626	710	825	1008
320	109	626	710	825	1008
626	109	320	710	825	1008
710	109	320	626	825	1008
825	109	320	626	710	1008
1008	109	320	626	710	825
109	320	626	710	825	1008
320	109	626	710	825	1008
626	109	320	710	825	1008
710	109	320	626	825	1008
825	109	320	626	710	1008
1008	109	320	626	710	825
183	320	362	626	678	1024
320	183	362	626	678	1024
362	183	320	626	678	1024
626	183	320	362	678	1024
678	183	320	362	626	1024
1024	183	320	362	626	678
183	320	362	626	678	1024
320	183	362	626	678	1024
362	183	320	626	678	1024
626	183	320	362	678	1024
678	183	320	362	626	1024
1024	183	320	362	626	678
109	362	393	446	519	937
362	109	393	446	519	937
393	109	362	446	519	937
446	109	362	393	519	937
519	109	362	393	446	937
937	109	362	393	446	519
109	362	393	446	519	937
362	109	393	446	519	937
393	109	362	446	519	937
446	109	362	393	519	937
519	109	362	393	446	937
937	109	362	393	446	519
143	217	320	446	469	822
217	143	320	446	469	822
320	143	217	446	469	822
446	143	217	320	469	822
469	143	217	320	446	822
822	143	217	320	446	469
143	217	320	446	469	822
217	143	320	446	469	822
320	143	217	446	469	822
446	143	217	320	469	822
469	143	217	320	446	822
822	143	217	320	446	469
22	250	713	764	988	1051
250	22	713	764	988	1051
713	22	250	764	988	1051
764	22	250	713	988	1051
988	22	250	713	764	1051
1051	22	250	713	764	988
22	67	176	393	519	859
67	22	176	393	519	859
176	22	67	393	519	859
393	22	67	176	519	859
519	22	67	176	393	859
859	22	67	176	393	519
22	250	713	764	988	1051
250	22	713	764	988	1051
713	22	250	764	988	1051
764	22	250	713	988	1051
988	22	250	713	764	1051
1051	22	250	713	764	988
22	67	176	393	519	859
67	22	176	393	519	859
176	22	67	393	519	859
393	22	67	176	519	859
519	22	67	176	393	859
859	22	67	176	393	519
22	250	713	764	988	1051
250	22	713	764	988	1051
713	22	250	764	988	1051
764	22	250	713	988	1051
988	22	250	713	764	1051
1051	22	250	713	764	988
22	67	176	393	519	859
67	22	176	393	519	859
176	22	67	393	519	859
393	22	67	176	519	859
519	22	67	176	393	859
859	22	67	176	393	519
75	250	519	549	710	863
250	75	519	549	710	863
519	75	250	549	710	863
549	75	250	519	710	863
710	75	250	519	549	863
863	75	250	519	549	710
275	408	519	562	674	1024
408	275	519	562	674	1024
519	275	408	562	674	1024
562	275	408	519	674	1024
674	275	408	519	562	1024
1024	275	408	519	562	674
75	250	519	549	710	863
250	75	519	549	710	863
519	75	250	549	710	863
549	75	250	519	710	863
710	75	250	519	549	863
863	75	250	519	549	710
275	408	519	562	674	1024
408	275	519	562	674	1024
519	275	408	562	674	1024
562	275	408	519	674	1024
674	275	408	519	562	1024
1024	275	408	519	562	674
95	172	275	764	988	1051
172	95	275	764	988	1051
275	95	172	764	988	1051
764	95	172	275	988	1051
988	95	172	275	764	1051
1051	95	172	275	764	988
95	172	275	764	988	1051
172	95	275	764	988	1051
275	95	172	764	988	1051
764	95	172	275	988	1051
988	95	172	275	764	1051
1051	95	172	275	764	988
95	172	275	764	988	1051
172	95	275	764	988	1051
275	95	172	764	988	1051
764	95	172	275	988	1051
988	95	172	275	764	1051
1051	95	172	275	764	988
172	250	764	766	988	1051
250	172	764	766	988	1051
764	172	250	766	988	1051
766	172	250	764	988	1051
988	172	250	764	766	1051
1051	172	250	764	766	988
22	251	278	766	809	1051
251	22	278	766	809	1051
278	22	251	766	809	1051
766	22	251	278	809	1051
809	22	251	278	766	1051
1051	22	251	278	766	809
172	250	764	766	988	1051
250	172	764	766	988	1051
764	172	250	766	988	1051
766	172	250	764	988	1051
988	172	250	764	766	1051
1051	172	250	764	766	988
22	251	278	766	809	1051
251	22	278	766	809	1051
278	22	251	766	809	1051
766	22	251	278	809	1051
809	22	251	278	766	1051
1051	22	251	278	766	809
172	250	764	766	988	1051
250	172	764	766	988	1051
764	172	250	766	988	1051
766	172	250	764	988	1051
988	172	250	764	766	1051
1051	172	250	764	766	988
22	251	278	766	809	1051
251	22	278	766	809	1051
278	22	251	766	809	1051
766	22	251	278	809	1051
809	22	251	278	766	1051
1051	22	251	278	766	809
95	172	251	988	1035	1051
172	95	251	988	1035	1051
251	95	172	988	1035	1051
988	95	172	251	1035	1051
1035	95	172	251	988	1051
1051	95	172	251	988	1035
145	278	356	673	809	990
278	145	356	673	809	990
356	145	278	673	809	990
673	145	278	356	809	990
809	145	278	356	673	990
990	145	278	356	673	809
95	172	251	988	1035	1051
172	95	251	988	1035	1051
251	95	172	988	1035	1051
988	95	172	251	1035	1051
1035	95	172	251	988	1051
1051	95	172	251	988	1035
145	278	356	673	809	990
278	145	356	673	809	990
356	145	278	673	809	990
673	145	278	356	809	990
809	145	278	356	673	990
990	145	278	356	673	809
95	172	251	988	1035	1051
172	95	251	988	1035	1051
251	95	172	988	1035	1051
988	95	172	251	1035	1051
1035	95	172	251	988	1051
1051	95	172	251	988	1035
145	278	356	673	809	990
278	145	356	673	809	990
356	145	278	673	809	990
673	145	278	356	809	990
809	145	278	356	673	990
990	145	278	356	673	809
145	278	356	673	809	990
278	145	356	673	809	990
356	145	278	673	809	990
673	145	278	356	809	990
809	145	278	356	673	990
990	145	278	356	673	809
145	278	356	673	809	990
278	145	356	673	809	990
356	145	278	673	809	990
673	145	278	356	809	990
809	145	278	356	673	990
990	145	278	356	673	809
145	278	356	673	809	990
278	145	356	673	809	990
356	145	278	673	809	990
673	145	278	356	809	990
809	145	278	356	673	990
990	145	278	356	673	809
251	278	766	809	988	1035
278	251	766	809	988	1035
766	251	278	809	988	1035
809	251	278	766	988	1035
988	251	278	766	809	1035
1035	251	278	766	809	988
251	278	766	809	988	1035
278	251	766	809	988	1035
766	251	278	809	988	1035
809	251	278	766	988	1035
988	251	278	766	809	1035
1035	251	278	766	809	988
251	278	766	809	988	1035
278	251	766	809	988	1035
766	251	278	809	988	1035
809	251	278	766	988	1035
988	251	278	766	809	1035
1035	251	278	766	809	988
182	189	388	519	786	1051
189	182	388	519	786	1051
388	182	189	519	786	1051
519	182	189	388	786	1051
786	182	189	388	519	1051
1051	182	189	388	519	786
182	189	388	519	786	1051
189	182	388	519	786	1051
388	182	189	519	786	1051
519	182	189	388	786	1051
786	182	189	388	519	1051
1051	182	189	388	519	786
182	189	388	519	786	1051
189	182	388	519	786	1051
388	182	189	519	786	1051
519	182	189	388	786	1051
786	182	189	388	519	1051
1051	182	189	388	519	786
6	22	764	766	988	1051
22	6	764	766	988	1051
764	6	22	766	988	1051
766	6	22	764	988	1051
988	6	22	764	766	1051
1051	6	22	764	766	988
6	22	764	766	988	1051
22	6	764	766	988	1051
764	6	22	766	988	1051
766	6	22	764	988	1051
988	6	22	764	766	1051
1051	6	22	764	766	988
109	362	393	446	519	937
362	109	393	446	519	937
393	109	362	446	519	937
446	109	362	393	519	937
519	109	362	393	446	937
937	109	362	393	446	519
109	362	393	446	519	937
362	109	393	446	519	937
393	109	362	446	519	937
446	109	362	393	519	937
519	109	362	393	446	937
937	109	362	393	446	519
172	591	764	986	988	1051
591	172	764	986	988	1051
764	172	591	986	988	1051
986	172	591	764	988	1051
988	172	591	764	986	1051
1051	172	591	764	986	988
172	591	764	986	988	1051
591	172	764	986	988	1051
764	172	591	986	988	1051
986	172	591	764	988	1051
988	172	591	764	986	1051
1051	172	591	764	986	988
172	591	764	986	988	1051
591	172	764	986	988	1051
764	172	591	986	988	1051
986	172	591	764	988	1051
988	172	591	764	986	1051
1051	172	591	764	986	988
172	251	320	764	988	1051
251	172	320	764	988	1051
320	172	251	764	988	1051
764	172	251	320	988	1051
988	172	251	320	764	1051
1051	172	251	320	764	988
172	251	320	764	988	1051
251	172	320	764	988	1051
320	172	251	764	988	1051
764	172	251	320	988	1051
988	172	251	320	764	1051
1051	172	251	320	764	988
172	251	320	764	988	1051
251	172	320	764	988	1051
320	172	251	764	988	1051
764	172	251	320	988	1051
988	172	251	320	764	1051
1051	172	251	320	764	988
6	22	764	766	988	1051
22	6	764	766	988	1051
764	6	22	766	988	1051
766	6	22	764	988	1051
988	6	22	764	766	1051
1051	6	22	764	766	988
6	22	764	766	988	1051
22	6	764	766	988	1051
764	6	22	766	988	1051
766	6	22	764	988	1051
988	6	22	764	766	1051
1051	6	22	764	766	988
244	264	337	727	746	854
264	244	337	727	746	854
337	244	264	727	746	854
727	244	264	337	746	854
746	244	264	337	727	854
854	244	264	337	727	746
244	264	337	727	746	854
264	244	337	727	746	854
337	244	264	727	746	854
727	244	264	337	746	854
746	244	264	337	727	854
854	244	264	337	727	746
109	320	549	607	863	986
320	109	549	607	863	986
549	109	320	607	863	986
607	109	320	549	863	986
863	109	320	549	607	986
986	109	320	549	607	863
109	320	549	607	863	986
320	109	549	607	863	986
549	109	320	607	863	986
607	109	320	549	863	986
863	109	320	549	607	986
986	109	320	549	607	863
22	189	362	459	988	1051
189	22	362	459	988	1051
362	22	189	459	988	1051
459	22	189	362	988	1051
988	22	189	362	459	1051
1051	22	189	362	459	988
22	189	362	459	988	1051
189	22	362	459	988	1051
362	22	189	459	988	1051
459	22	189	362	988	1051
988	22	189	362	459	1051
1051	22	189	362	459	988
22	189	362	459	988	1051
189	22	362	459	988	1051
362	22	189	459	988	1051
459	22	189	362	988	1051
988	22	189	362	459	1051
1051	22	189	362	459	988
172	183	250	275	764	988
183	172	250	275	764	988
250	172	183	275	764	988
275	172	183	250	764	988
764	172	183	250	275	988
988	172	183	250	275	764
172	183	250	275	764	988
183	172	250	275	764	988
250	172	183	275	764	988
275	172	183	250	764	988
764	172	183	250	275	988
988	172	183	250	275	764
32	275	393	408	549	710
275	32	393	408	549	710
393	32	275	408	549	710
408	32	275	393	549	710
549	32	275	393	408	710
710	32	275	393	408	549
32	275	393	408	549	710
275	32	393	408	549	710
393	32	275	408	549	710
408	32	275	393	549	710
549	32	275	393	408	710
710	32	275	393	408	549
22	251	278	766	809	1051
251	22	278	766	809	1051
278	22	251	766	809	1051
766	22	251	278	809	1051
809	22	251	278	766	1051
1051	22	251	278	766	809
189	393	491	713	753	1008
393	189	491	713	753	1008
491	189	393	713	753	1008
713	189	393	491	753	1008
753	189	393	491	713	1008
1008	189	393	491	713	753
22	251	278	766	809	1051
251	22	278	766	809	1051
278	22	251	766	809	1051
766	22	251	278	809	1051
809	22	251	278	766	1051
1051	22	251	278	766	809
189	393	491	713	753	1008
393	189	491	713	753	1008
491	189	393	713	753	1008
713	189	393	491	753	1008
753	189	393	491	713	1008
1008	189	393	491	713	753
22	251	278	766	809	1051
251	22	278	766	809	1051
278	22	251	766	809	1051
766	22	251	278	809	1051
809	22	251	278	766	1051
1051	22	251	278	766	809
189	393	491	713	753	1008
393	189	491	713	753	1008
491	189	393	713	753	1008
713	189	393	491	753	1008
753	189	393	491	713	1008
1008	189	393	491	713	753
22	67	176	393	519	859
67	22	176	393	519	859
176	22	67	393	519	859
393	22	67	176	519	859
519	22	67	176	393	859
859	22	67	176	393	519
22	67	176	393	519	859
67	22	176	393	519	859
176	22	67	393	519	859
393	22	67	176	519	859
519	22	67	176	393	859
859	22	67	176	393	519
22	67	176	393	519	859
67	22	176	393	519	859
176	22	67	393	519	859
393	22	67	176	519	859
519	22	67	176	393	859
859	22	67	176	393	519
6	22	764	766	988	1051
22	6	764	766	988	1051
764	6	22	766	988	1051
766	6	22	764	988	1051
988	6	22	764	766	1051
1051	6	22	764	766	988
6	22	764	766	988	1051
22	6	764	766	988	1051
764	6	22	766	988	1051
766	6	22	764	988	1051
988	6	22	764	766	1051
1051	6	22	764	766	988
172	183	250	275	764	988
183	172	250	275	764	988
250	172	183	275	764	988
275	172	183	250	764	988
764	172	183	250	275	988
988	172	183	250	275	764
172	183	250	275	764	988
183	172	250	275	764	988
250	172	183	275	764	988
275	172	183	250	764	988
764	172	183	250	275	988
988	172	183	250	275	764
22	143	251	713	766	1000
143	22	251	713	766	1000
251	22	143	713	766	1000
713	22	143	251	766	1000
766	22	143	251	713	1000
1000	22	143	251	713	766
109	251	277	393	1051	1080
251	109	277	393	1051	1080
277	109	251	393	1051	1080
393	109	251	277	1051	1080
1051	109	251	277	393	1080
1080	109	251	277	393	1051
241	574	766	830	988	1051
574	241	766	830	988	1051
766	241	574	830	988	1051
830	241	574	766	988	1051
988	241	574	766	830	1051
1051	241	574	766	830	988
32	172	277	356	810	937
172	32	277	356	810	937
277	32	172	356	810	937
356	32	172	277	810	937
810	32	172	277	356	937
937	32	172	277	356	810
171	278	673	809	810	937
278	171	673	809	810	937
673	171	278	809	810	937
809	171	278	673	810	937
810	171	278	673	809	937
